altitude
time,h,h_0,h_1,h_2,h_3,
seconds,m,m,m,m,m,
3257.76647782,  4.04633600,  4.03800000,  4.07100000,  4.00600000,  4.07100000,
3257.86059356,  4.03791800,  4.03800000,  4.07100000,  3.97300000,  4.07100000,
3257.95834851,  4.03759600,  4.00600000,  4.07100000,  3.97300000,  4.10300000,
3258.05663276,  4.04569300,  4.03800000,  4.07100000,  3.97300000,  4.10300000,
3258.15469050,  4.02115300,  4.00600000,  4.03800000,  3.94100000,  4.10300000,
3258.25291419,  4.02173700,  4.00600000,  4.07100000,  3.97300000,  4.03800000,
3258.34650373,  4.03823800,  4.00600000,  4.07100000,  4.00600000,  4.07100000,
3258.44528222,  4.04596000,  4.00600000,  4.10300000,  4.03800000,  4.03800000,
3258.54138422,  4.04555000,  3.97300000,  4.13600000,  4.07100000,  4.00600000,
3258.63759184,  4.04503300,  3.94100000,  4.13600000,  4.10300000,  4.00600000,
3258.73253298,  4.05339100,  3.97300000,  4.13600000,  4.10300000,  4.00600000,
3258.82874107,  4.02877500,  3.94100000,  4.13600000,  4.07100000,  3.97300000,
3258.92647910,  4.01280300,  3.94100000,  4.10300000,  4.03800000,  3.97300000,
3259.02148533,  4.01159200,  3.87600000,  4.13600000,  4.07100000,  3.97300000,
3259.11741114,  4.02930400,  3.94100000,  4.10300000,  4.07100000,  4.00600000,
3259.21555901,  4.01280300,  3.94100000,  4.10300000,  4.03800000,  3.97300000,
3259.31360936,  4.02035300,  3.90800000,  4.13600000,  4.03800000,  4.00600000,
3259.40864801,  4.01253200,  3.90800000,  4.10300000,  4.03800000,  4.00600000,
3259.50558996,  4.00490000,  3.94100000,  4.10300000,  3.97300000,  4.00600000,
3259.60538960,  3.99718900,  3.94100000,  4.07100000,  4.00600000,  3.97300000,
3259.69848013,  4.00523600,  3.97300000,  4.03800000,  3.97300000,  4.03800000,
3259.79657316,  4.00541700,  3.97300000,  4.07100000,  3.97300000,  4.00600000,
3259.89258385,  3.97323400,  3.94100000,  4.00600000,  3.94100000,  4.00600000,
3259.98754168,  4.02173700,  4.00600000,  4.07100000,  3.97300000,  4.03800000,
3260.08626509,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
3260.18021917,  3.96508500,  3.94100000,  4.00600000,  3.94100000,  3.97300000,
3260.27746439,  3.99745500,  3.94100000,  4.03800000,  4.00600000,  4.00600000,
3260.37550807,  3.99733400,  3.97300000,  4.03800000,  3.97300000,  4.00600000,
3260.47151160,  3.98068400,  3.90800000,  4.03800000,  3.97300000,  4.00600000,
3260.56871057,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
3260.66634750,  3.99691800,  3.90800000,  4.07100000,  4.00600000,  4.00600000,
3260.76052260,  3.98896800,  3.90800000,  4.03800000,  4.00600000,  4.00600000,
3260.85610580,  4.00509100,  3.94100000,  4.07100000,  3.97300000,  4.03800000,
3260.95269561,  3.98863300,  3.90800000,  4.07100000,  4.00600000,  3.97300000,
3261.04859042,  4.03747700,  3.97300000,  4.10300000,  4.03800000,  4.03800000,
3261.14637160,  4.00490000,  3.94100000,  4.10300000,  3.97300000,  4.00600000,
3261.24145627,  3.98863300,  3.90800000,  4.07100000,  3.97300000,  4.00600000,
3261.33666706,  4.02904100,  3.94100000,  4.13600000,  4.00600000,  4.03800000,
3261.43344021,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
3261.53344941,  4.01344100,  3.94100000,  4.07100000,  4.03800000,  4.00600000,
3261.62950635,  4.00488600,  3.90800000,  4.07100000,  4.00600000,  4.03800000,
3261.72688913,  4.02109500,  3.97300000,  4.10300000,  3.97300000,  4.03800000,
3261.82351518,  4.02970200,  3.97300000,  4.07100000,  4.03800000,  4.03800000,
3261.91872120,  4.04543100,  3.97300000,  4.13600000,  4.03800000,  4.03800000,
3262.01169229,  4.05320200,  3.97300000,  4.16800000,  4.00600000,  4.07100000,
3262.10872817,  4.02918400,  3.94100000,  4.10300000,  4.03800000,  4.03800000,
3262.20374179,  4.06193100,  3.97300000,  4.13600000,  4.07100000,  4.07100000,
3262.30084300,  4.06129900,  3.97300000,  4.16800000,  4.07100000,  4.03800000,
3262.39681077,  4.05320200,  3.97300000,  4.16800000,  4.07100000,  4.00600000,
3262.49769926,  4.05364700,  3.97300000,  4.13600000,  4.03800000,  4.07100000,
3262.59380102,  4.06246000,  4.00600000,  4.10300000,  4.07100000,  4.07100000,
3262.69076037,  4.05423900,  4.00600000,  4.07100000,  4.03800000,  4.10300000,
3262.79075146,  4.03792800,  4.00600000,  4.10300000,  4.00600000,  4.03800000,
3262.88270116,  4.06208000,  4.03800000,  4.10300000,  4.00600000,  4.10300000,
3262.97931075,  4.07068500,  4.07100000,  4.10300000,  4.03800000,  4.07100000,
3263.07468009,  4.04596000,  4.00600000,  4.10300000,  4.03800000,  4.03800000,
3263.17389584,  4.05364700,  3.97300000,  4.13600000,  4.03800000,  4.07100000,
3263.27175164,  4.06219800,  4.00600000,  4.13600000,  4.03800000,  4.07100000,
3263.36388469,  4.04543100,  3.97300000,  4.13600000,  4.03800000,  4.03800000,
3263.46071720,  4.02918400,  3.94100000,  4.10300000,  4.03800000,  4.03800000,
3263.55690193,  4.02850400,  3.90800000,  4.13600000,  4.07100000,  4.00600000,
3263.65778041,  4.02828000,  3.94100000,  4.16800000,  4.03800000,  3.97300000,
3263.75381255,  4.04478100,  3.94100000,  4.16800000,  4.07100000,  4.00600000,
3263.84773588,  4.03602700,  3.90800000,  4.16800000,  4.07100000,  4.00600000,
3263.94624639,  4.02088600,  3.94100000,  4.10300000,  4.07100000,  3.97300000,
3264.04491448,  3.99575400,  3.87600000,  4.10300000,  4.03800000,  3.97300000,
3264.13781691,  4.00490000,  3.94100000,  4.10300000,  4.00600000,  3.97300000,
3264.23884392,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
3264.33283257,  3.98909000,  3.94100000,  4.07100000,  3.94100000,  4.00600000,
3264.42621779,  4.03759600,  4.00600000,  4.07100000,  3.97300000,  4.10300000,
3264.52481103,  4.00542300,  4.00600000,  4.03800000,  3.94100000,  4.03800000,
3264.61878872,  3.98917100,  3.97300000,  4.00600000,  3.94100000,  4.03800000,
3264.71476102,  4.00494500,  3.94100000,  4.07100000,  3.94100000,  4.07100000,
3264.81074691,  3.99733400,  3.97300000,  4.03800000,  3.97300000,  4.00600000,
3264.90671968,  3.99653600,  3.90800000,  4.07100000,  3.97300000,  4.03800000,
3265.00643206,  3.98863300,  3.90800000,  4.07100000,  3.97300000,  4.00600000,
3265.10785866,  4.02167000,  3.97300000,  4.07100000,  4.00600000,  4.03800000,
3265.19870043,  3.98067100,  3.87600000,  4.03800000,  4.00600000,  4.00600000,
3265.29479480,  4.01280300,  3.94100000,  4.10300000,  3.97300000,  4.03800000,
3265.39170837,  3.98095500,  3.94100000,  4.03800000,  3.97300000,  3.97300000,
3265.48774290,  4.02140300,  3.97300000,  4.07100000,  3.97300000,  4.07100000,
3265.58885217,  3.98042300,  3.94100000,  4.03800000,  3.90800000,  4.03800000,
3265.68024898,  4.02088600,  3.97300000,  4.07100000,  3.94100000,  4.10300000,
3265.77931190,  3.99653600,  3.97300000,  4.03800000,  3.90800000,  4.07100000,
3265.87292743,  3.98108600,  3.97300000,  4.03800000,  3.94100000,  3.97300000,
3265.96886349,  4.02167000,  4.00600000,  4.03800000,  3.97300000,  4.07100000,
3266.06992340,  3.99707300,  3.97300000,  4.03800000,  3.94100000,  4.03800000,
3266.16605902,  4.01332000,  3.97300000,  4.07100000,  3.97300000,  4.03800000,
3266.26678419,  4.00509100,  3.94100000,  4.07100000,  3.97300000,  4.03800000,
3266.35990381,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
3266.45803666,  4.02056300,  3.90800000,  4.10300000,  4.03800000,  4.03800000,
3266.55293274,  4.02056300,  3.90800000,  4.10300000,  4.03800000,  4.03800000,
3266.65094185,  4.02107300,  3.94100000,  4.13600000,  4.00600000,  4.00600000,
3266.74603462,  4.01278900,  3.94100000,  4.13600000,  4.00600000,  3.97300000,
3266.84026313,  4.00456300,  3.90800000,  4.10300000,  4.00600000,  4.00600000,
3266.93928504,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
3267.03441095,  4.02982100,  3.97300000,  4.07100000,  4.00600000,  4.07100000,
3267.13025570,  4.02968900,  3.94100000,  4.07100000,  4.03800000,  4.07100000,
3267.22728109,  4.02917800,  3.97300000,  4.07100000,  3.97300000,  4.10300000,
3267.32735610,  4.03823800,  4.00600000,  4.07100000,  4.00600000,  4.07100000,
3267.42417598,  4.04607900,  4.00600000,  4.07100000,  4.00600000,  4.10300000,
3267.51832294,  4.02930400,  3.94100000,  4.10300000,  4.00600000,  4.07100000,
3267.61549711,  4.04543700,  4.00600000,  4.10300000,  3.97300000,  4.10300000,
3267.71230650,  4.06208000,  4.00600000,  4.10300000,  4.03800000,  4.10300000,
3267.81029105,  4.04621600,  4.03800000,  4.07100000,  4.03800000,  4.03800000,
3267.90639853,  4.04607900,  4.00600000,  4.10300000,  4.00600000,  4.07100000,
3268.00129557,  4.05397700,  3.97300000,  4.10300000,  4.07100000,  4.07100000,
3268.09840083,  4.02904100,  3.94100000,  4.13600000,  4.00600000,  4.03800000,
3268.19326329,  4.05287800,  3.94100000,  4.16800000,  4.07100000,  4.03800000,
3268.29128432,  4.03636300,  3.94100000,  4.16800000,  4.07100000,  3.97300000,
3268.38703799,  4.03530500,  3.90800000,  4.20100000,  4.07100000,  3.97300000,
3268.48425150,  4.07470400,  3.90800000,  4.23300000,  4.16800000,  4.00600000,
3268.57978296,  4.05254400,  3.94100000,  4.20100000,  4.07100000,  4.00600000,
3268.67548943,  4.03602700,  3.90800000,  4.16800000,  4.07100000,  4.00600000,
3268.77249217,  4.04478100,  3.94100000,  4.16800000,  4.07100000,  4.00600000,
3268.86854434,  4.05262100,  3.94100000,  4.16800000,  4.10300000,  4.00600000,
3268.96460748,  4.05417600,  4.00600000,  4.10300000,  4.07100000,  4.03800000,
3269.06599951,  4.01344100,  3.94100000,  4.07100000,  4.00600000,  4.03800000,
3269.15945292,  4.05417600,  4.00600000,  4.10300000,  4.03800000,  4.07100000,
3269.25759840,  4.02167000,  3.97300000,  4.07100000,  4.00600000,  4.03800000,
3269.35289288,  4.02193600,  4.00600000,  4.03800000,  4.00600000,  4.03800000,
3269.44858742,  4.01317400,  3.94100000,  4.07100000,  3.97300000,  4.07100000,
3269.54355764,  4.03008700,  4.00600000,  4.07100000,  4.00600000,  4.03800000,
3269.64757895,  4.01332000,  3.97300000,  4.07100000,  3.97300000,  4.03800000,
3269.74259615,  4.02113400,  3.90800000,  4.07100000,  4.03800000,  4.07100000,
3269.83653641,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
3269.93162680,  3.99718900,  3.94100000,  4.07100000,  4.00600000,  3.97300000,
3270.02764201,  3.98855400,  3.87600000,  4.07100000,  4.00600000,  4.00600000,
3270.12682819,  4.02035300,  3.90800000,  4.13600000,  4.03800000,  4.00600000,
3270.21982026,  3.97238500,  3.90800000,  4.07100000,  3.97300000,  3.94100000,
3270.31872129,  3.99653600,  3.90800000,  4.07100000,  4.03800000,  3.97300000,
3270.41708422,  3.97291200,  3.90800000,  4.00600000,  4.00600000,  3.97300000,
3270.50767422,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
3270.60883164,  3.97292300,  3.94100000,  4.03800000,  3.97300000,  3.94100000,
3270.70088053,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
3270.80368400,  3.95639300,  3.90800000,  4.00600000,  3.90800000,  4.00600000,
3270.89971924,  4.01345500,  3.94100000,  4.03800000,  4.03800000,  4.03800000,
3270.99636960,  3.98917100,  3.97300000,  4.00600000,  3.94100000,  4.03800000,
3271.09305549,  4.00509100,  3.97300000,  4.03800000,  3.94100000,  4.07100000,
3271.18808007,  3.99707300,  3.97300000,  4.03800000,  3.94100000,  4.03800000,
3271.28640437,  3.96481400,  3.94100000,  4.00600000,  3.90800000,  4.00600000,
3271.38003349,  4.01344100,  3.94100000,  4.07100000,  4.00600000,  4.03800000,
3271.47631478,  3.96469700,  3.90800000,  4.00600000,  3.97300000,  3.97300000,
3271.57315874,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
3271.66768861,  3.98041800,  3.90800000,  4.07100000,  3.97300000,  3.97300000,
3271.76531529,  4.01253200,  3.90800000,  4.10300000,  4.03800000,  4.00600000,
3271.86011386,  3.98041800,  3.90800000,  4.07100000,  3.97300000,  3.97300000,
3271.95921826,  4.02107300,  3.94100000,  4.13600000,  4.00600000,  4.00600000,
3272.05736089,  3.98863300,  3.90800000,  4.07100000,  4.00600000,  3.97300000,
3272.15419388,  4.01280300,  3.94100000,  4.10300000,  4.03800000,  3.97300000,
3272.24918413,  4.01291800,  3.90800000,  4.07100000,  4.03800000,  4.03800000,
3272.34517717,  3.98041800,  3.90800000,  4.07100000,  3.97300000,  3.97300000,
3272.43914771,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
3272.53826666,  3.98806300,  3.90800000,  4.10300000,  3.97300000,  3.97300000,
3272.63421702,  4.02167000,  3.97300000,  4.07100000,  4.00600000,  4.03800000,
3272.73116732,  3.98107200,  3.94100000,  4.03800000,  3.94100000,  4.00600000,
3272.82675815,  4.01317400,  3.94100000,  4.07100000,  3.97300000,  4.07100000,
3272.92309070,  3.99733400,  3.97300000,  4.03800000,  3.97300000,  4.00600000,
3273.01937580,  4.00541700,  3.97300000,  4.07100000,  3.97300000,  4.00600000,
3273.11931729,  3.98891000,  3.94100000,  4.03800000,  3.94100000,  4.03800000,
3273.21417570,  4.04569300,  3.97300000,  4.10300000,  4.03800000,  4.07100000,
3273.30923700,  4.01344100,  3.94100000,  4.07100000,  4.00600000,  4.03800000,
3273.40906930,  4.01358600,  3.97300000,  4.03800000,  4.00600000,  4.03800000,
3273.50411892,  4.00542300,  3.94100000,  4.03800000,  4.00600000,  4.03800000,
3273.59907103,  4.02115300,  3.94100000,  4.10300000,  4.00600000,  4.03800000,
3273.69670677,  4.02115300,  3.94100000,  4.10300000,  4.00600000,  4.03800000,
3273.79311371,  4.02035300,  3.90800000,  4.13600000,  4.03800000,  4.00600000,
3273.88910508,  4.02930400,  3.94100000,  4.10300000,  4.07100000,  4.00600000,
3273.98500919,  4.01253200,  3.90800000,  4.10300000,  4.00600000,  4.03800000,
3274.07970262,  4.00488600,  3.90800000,  4.07100000,  4.00600000,  4.03800000,
3274.17864799,  4.00490000,  3.94100000,  4.10300000,  4.00600000,  3.97300000,
3274.27744746,  4.02944500,  3.97300000,  4.10300000,  4.03800000,  4.00600000,
3274.37514424,  4.02904100,  3.94100000,  4.13600000,  4.03800000,  4.00600000,
3274.47106791,  4.02115300,  3.94100000,  4.10300000,  4.00600000,  4.03800000,
3274.56643796,  4.02035300,  3.90800000,  4.13600000,  4.00600000,  4.03800000,
3274.66108251,  4.03707300,  3.94100000,  4.13600000,  4.03800000,  4.03800000,
3274.76128316,  4.02069100,  3.94100000,  4.13600000,  4.03800000,  3.97300000,
3274.85605478,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
3274.95115113,  4.02173700,  4.00600000,  4.07100000,  3.97300000,  4.03800000,
3275.04908657,  4.01332000,  3.97300000,  4.07100000,  3.97300000,  4.03800000,
3275.14635992,  4.01344100,  3.94100000,  4.07100000,  4.00600000,  4.03800000,
3275.24013853,  4.01344100,  3.94100000,  4.07100000,  4.03800000,  4.00600000,
3275.33838701,  4.02069100,  3.94100000,  4.13600000,  4.03800000,  3.97300000,
3275.43717813,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
3275.53119421,  4.01344100,  3.94100000,  4.07100000,  4.03800000,  4.00600000,
3275.62813234,  4.00488600,  3.90800000,  4.07100000,  4.00600000,  4.03800000,
3275.72214890,  4.00490000,  3.94100000,  4.10300000,  4.00600000,  3.97300000,
3275.81963134,  4.00456300,  3.90800000,  4.10300000,  4.00600000,  4.00600000,
3275.91865349,  3.98067100,  3.87600000,  4.03800000,  4.00600000,  4.00600000,
3276.00968862,  4.03739900,  3.97300000,  4.13600000,  4.00600000,  4.03800000,
3276.10584426,  3.99745500,  3.94100000,  4.03800000,  4.00600000,  4.00600000,
3276.20258141,  3.99718900,  3.94100000,  4.07100000,  4.00600000,  3.97300000,
3276.29864049,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
3276.39468789,  3.99707300,  3.94100000,  4.03800000,  3.97300000,  4.03800000,
3276.49055839,  4.00515700,  3.97300000,  4.07100000,  3.94100000,  4.03800000,
3276.59150600,  3.99653600,  3.90800000,  4.07100000,  3.97300000,  4.03800000,
3276.68870282,  4.02167000,  3.97300000,  4.07100000,  4.00600000,  4.03800000,
3276.78652549,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
3276.88424873,  3.98863300,  3.90800000,  4.07100000,  4.00600000,  3.97300000,
3276.98028231,  4.02904100,  3.94100000,  4.13600000,  4.03800000,  4.00600000,
3277.07159734,  3.99575400,  3.87600000,  4.10300000,  4.03800000,  3.97300000,
3277.16765738,  3.98863300,  3.90800000,  4.07100000,  3.97300000,  4.00600000,
3277.26357222,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
3277.36009645,  3.99691800,  3.90800000,  4.07100000,  4.00600000,  4.00600000,
3277.45711994,  3.98107200,  3.94100000,  4.03800000,  3.94100000,  4.00600000,
3277.55782795,  4.02140300,  3.97300000,  4.07100000,  3.97300000,  4.07100000,
3277.64923000,  3.98909000,  3.94100000,  4.00600000,  3.94100000,  4.07100000,
3277.74847484,  4.02167000,  4.00600000,  4.03800000,  3.97300000,  4.07100000,
3277.84969711,  3.99692800,  3.94100000,  4.03800000,  3.94100000,  4.07100000,
3277.94639945,  4.00509100,  3.97300000,  4.03800000,  3.94100000,  4.07100000,
3278.03694940,  3.98917100,  3.97300000,  4.00600000,  3.94100000,  4.03800000,
3278.13816476,  4.02109500,  3.97300000,  4.03800000,  3.97300000,  4.10300000,
3278.23267746,  3.98923500,  3.94100000,  4.00600000,  3.97300000,  4.03800000,
3278.32605672,  4.02115300,  3.94100000,  4.10300000,  4.00600000,  4.03800000,
3278.42679286,  4.01278900,  3.94100000,  4.13600000,  4.00600000,  3.97300000,
3278.52453518,  3.99560800,  3.87600000,  4.10300000,  4.07100000,  3.94100000,
3278.61515856,  4.00280500,  3.87600000,  4.16800000,  4.03800000,  3.94100000,
3278.71100163,  3.98818000,  3.90800000,  4.10300000,  4.00600000,  3.94100000,
3278.80953646,  4.01253200,  3.90800000,  4.10300000,  4.03800000,  4.00600000,
3278.90581441,  4.00490000,  3.94100000,  4.10300000,  3.97300000,  4.00600000,
3279.00619912,  4.00509100,  3.94100000,  4.07100000,  3.97300000,  4.03800000,
3279.10262656,  3.99692800,  3.94100000,  4.07100000,  3.94100000,  4.03800000,
3279.19601560,  4.02917800,  3.97300000,  4.07100000,  3.97300000,  4.10300000,
3279.29683757,  4.00494500,  3.94100000,  4.07100000,  3.94100000,  4.07100000,
3279.38763642,  3.98891000,  3.94100000,  4.03800000,  3.94100000,  4.03800000,
3279.48864651,  4.03792800,  4.00600000,  4.03800000,  4.00600000,  4.10300000,
3279.57968521,  3.99653600,  3.90800000,  4.07100000,  3.97300000,  4.03800000,
3279.68014741,  4.02159200,  3.94100000,  4.07100000,  4.00600000,  4.07100000,
3279.77680206,  4.03759600,  3.97300000,  4.10300000,  4.00600000,  4.07100000,
3279.87209129,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
3279.96710372,  4.01317400,  3.97300000,  4.07100000,  3.94100000,  4.07100000,
3280.06868649,  4.02917800,  3.97300000,  4.10300000,  3.97300000,  4.07100000,
